Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
11736909938,"Jun 25, 2024, 3:10:45 PM",Vaaaaarmt🥵,Run,,3523,9.00,,,false,,,activities/11736909938.gpx,,,3523.0,3255.0,9000.4599609375,6.6945576667785645,2.765118360519409,141.38011169433594,141.4240264892578,2.4000000953674316,29.399999618530273,26.21719741821289,0.02999846637248993,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,140.0,0.0,,1.0,9480.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5547714233398438,7153.89990234375,,,,8618.0,,,,,2.9126574993133545,,,media/5B515018-6CA7-49EE-9436-E7C09C1FC70E.jpg
11752483688,"Jun 27, 2024, 2:13:54 PM",Løp på mølle,Run,Oppvarming før mage økt🥵,1000,3.00,,,false,,,,,,1000.0,1000.0,3000.0,,3.0,,,,,,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,31.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,,,,,,,,,,,,""
11772700697,"Jun 30, 2024, 8:24:37 AM",Oppover og oppover og oppover…🥵,Run,Såg en fasanfamilie! Bakken opp te ullanhaugstårnet gikk overraskende greit,1587,3.77,,,false,,,activities/11772700697.gpx,,,1587.0,1408.0,3775.360107421875,4.222021579742432,2.681363821029663,118.16072082519531,118.16072082519531,28.5,134.10000610351562,19.698434829711914,2.797084093093872,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4285.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3789288997650146,1354.4000244140625,,,,3566.0,,,,,3.0439629554748535,,,media/DA0ABE14-3452-4D85-B311-6EC3DE98B3C3.jpg|media/D4E33E61-10B0-44B9-A537-4C8380541B04.jpg|media/5BBA16EA-81F7-4313-82AF-78C594B6C31D.jpg|media/605A4E43-8BC4-418E-A591-885A22E5433C.jpg
11798960902,"Jul 3, 2024, 2:23:25 PM",Afternoon Run,Run,,1657,5.16,,,false,,,activities/11798960902.gpx,,,1657.0,1645.0,5163.6201171875,5.006005764007568,3.1389787197113037,52.14595413208008,52.14595413208008,3.200000047683716,28.5,13.470686912536621,-0.09295804053544998,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5239.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.116246223449707,1286.5,,,,4418.0,,,,,3.185167074203491,,,""
11926180574,"Jul 16, 2024, 4:00:32 PM",Post covid run på mølle😳🙈,Run,Det føltes ikkje bra😵‍💫tung i pusten og støl i kroppen🫠,1800,4.50,,,false,,,,,,1800.0,1800.0,4500.0,,2.5,,,,,,0.0,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,90.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5,0.0,,,,,,,,,,,,""
11926206972,"Jul 18, 2024, 2:00:00 PM",Back at it💥,Run,"Det gikk bra! Andre løp etter korona, men hadde energi og det føltes 100 ganger lettere enn forje løp.

Treningsenteret på uis e sinsykt varmt! Det suge for løping👎🏼👎🏼👎🏼👎🏼",1738,5.00,,,false,,,,,,1738.0,1738.0,5000.0,,2.8768699169158936,,,,,,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,45.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8768699169158936,0.0,,,,,,,,,,,,""
11932610893,"Jul 20, 2024, 6:35:59 AM",Dalsnuten,Run,"Sykt digg! Fint vær og nesten helt tomt for folk på fjellet😇 litt klumsete å springe på steiner, men anklene e intakte, så det gikk veldig greit.",3059,3.35,,,false,,,activities/11932610893.gpx,,,3059.0,2297.0,3352.4599609375,4.239999771118164,1.459494948387146,174.7718048095703,174.7718048095703,157.60000610351562,320.1000061035156,49.79245376586914,0.008948653005063534,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,41.0,0.0,,1.0,4528.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0959333181381226,3352.5,,,,4278.0,,,,,1.9713975191116333,,,media/B62310C7-82C3-4E7C-98A1-056ECD848D7A.jpg|media/7B08ACFC-7EB3-401E-878E-A42AA4491DC6.jpg|media/860210EE-B9D2-4D52-BE1C-69AF9795609B.jpg|media/84A2445F-F78D-4A9B-9FAB-99D00B8B138D.jpg
11953922104,"Jul 22, 2024, 6:01:58 PM",3k,Run,"Igjen, treningsenteret på uis e så
JÆVLIG varmt. Det e plagsomt. Men gikk fint ellers",960,3.00,,,false,,,,,,960.0,960.0,3000.0,,3.125,,,,,,0.0,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,25.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.125,0.0,,,,,,,,,,,,""
12012007482,"Jul 29, 2024, 5:11:08 PM",Vålandstårnet og mosvannet,Run,Tungt og godt,2422,7.14,,,false,,,activities/12012007482.gpx,,,2422.0,2369.0,7148.26025390625,6.736035346984863,3.0174167156219482,79.23635864257812,79.23635864257812,22.0,84.4000015258789,25.35813331604004,-0.06714920699596405,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,75.0,0.0,,1.0,7391.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.951387405395508,3844.60009765625,,,,6316.0,,,,,3.1201350688934326,,,media/67B058AE-A0DF-4253-9ABD-82D5D493DFCB.jpg
12029965346,"Jul 31, 2024, 6:29:48 PM",Ullanhaugstårnet og tebake,Run,"NOOOOOOO eg kom borti pauseknappen under løpeturen… 😖jaja sprang mellom 6-7 km… i underkant av 40 min.. sånn ca hvertfall. Løpeturen var sykt nice, føltes ganske lett i pusten og kroppen.",1654,4.80,,,false,,,activities/12029965346.gpx,,,1654.0,1638.0,4801.099609375,4.613989353179932,2.931074380874634,101.36927795410156,76.21063995361328,29.600000381469727,109.19999694824219,18.38234519958496,0.5477911233901978,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,18.0,0.0,,1.0,5117.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9027206897735596,1880.800048828125,,,,4420.0,,,,,3.124419927597046,,,media/1486BC1C-369A-43BF-AB52-981F14278D03.jpg|media/5AE885FC-2EE8-427B-961D-04A46A00419F.jpg
